national_rank,state_rank,yield,field_state,class,till_maturity_days,date_planted,date_harvested,planting_rate,row_spacing,nitrogen,phosphorus,potash,trace_element,manure,harvester_make,total_acres,acres_harvested,total_bushels_harvested,bushels_per_acres,acres_harvested_recheck,total_bushels_harvested_recheck,bushels_per_acres_recheck
7,2,332.0609,AL,I:Conventional Irrigated Class,118,2019-03-26,2019-08-31,35000,30,375,60,145,S:105lbs,Broiler:2tons,John Deere,200,1.259,400.5947,318.1848,1.3306,441.8402,332.0609
16*,1,311.0862,KS,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",118,2019-05-08,2019-09-28,32000,30,275,0,0,NA,NA,John Deere,125,1.2534,400.1589,319.2587,1.2534,389.9155,311.0862
24*,*,300.0552,KS,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",118,2019-05-14,2019-09-28,32000,30,285,0,0,NA,NA,John Deere,65,1.2672,403.5165,318.4316,1.2534,376.0892,300.0552
25*,10,297.6076,PA,C:No-Till Non-Irrigated Class,114,2019-04-24,2019-10-17,36000,30,250,0,0,NA,Cattle:6200gal,Case IH,10,1.2553,380.9265,303.4546,1.2842,382.1877,297.6076
23,1,312.9311,DE,I:Conventional Irrigated Class,115,2019-04-24,2019-09-03,36000,30,300,50,160,B:1lbs,Poultry:2.5tons,Case IH,90,1.2624,392.1276,310.6207,1.2534,392.2278,312.9311
3,1,319.8425,PA,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",112,2019-04-10,2019-09-18,42000,30,300,0,0,S:35lbs,Poultry:3tons,John Deere,28,1.5978,490.7798,307.1597,1.6205,518.3047,319.8425
9,1,309.8227,WV,A:Conventional Non-Irrigated Class,120,2019-05-11,2019-11-21,35000,30,175,2,2,"S:2lbs, Zn:2pt, Mn:1pt",Broiler:3.5tons,John Deere,110,1.3297,415.8225,312.719,1.332,412.6839,309.8227
20*,2,302.5129,KY,G:No-Till Irrigated Class,114,2019-05-10,2019-09-11,36000,36,236,50,125,NA,NA,John Deere,48,1.3653,413.5042,302.8669,1.3868,419.5249,302.5129
3,2,305.0827,MO,D:No-Till Non-Irrigated Class,116,2019-05-17,2019-10-08,36000,30,250,0,0,NA,NA,Case IH,132,1.3712,420,306.3011,1.2948,395.0211,305.0827
2,1,310.462,MO,D:No-Till Non-Irrigated Class,116,2019-05-18,2019-10-08,36000,30,250,0,0,NA,NA,Case IH,130,1.2948,390.3948,301.5097,1.3079,406.0533,310.462
4,1,317.1535,IN,B:Conventional Non-Irrigated Class,115,2019-05-15,2019-11-04,38000,30,320,100,140,"B:4qts, S:3gal",Poultry:4tons,Case IH,120,1.2511,378.0224,302.152,1.7755,563.1061,317.1535
3,1,318.0558,IL,B:Conventional Non-Irrigated Class,113,2019-05-16,2019-11-16,33000,30,180,190,140,NA,NA,John Deere,245,1.3512,408.6898,302.4643,1.3512,429.757,318.0558
5,2,315.5412,IL,B:Conventional Non-Irrigated Class,111,2019-05-16,2019-10-19,33500,30,180,140,190,NA,NA,John Deere,120,1.3912,441.5173,317.3644,1.3926,439.4227,315.5412
75,6,285.4582,GA,I:Conventional Irrigated Class,118,2019-03-18,2019-08-01,36000,36,306,72,264,NA,Broiler:3tons,Case IH,33,1.4764,421.4505,285.4582,0,0,0
407,147,226.7976,IA,B:Conventional Non-Irrigated Class,112,2019-04-22,2019-10-12,35000,30,225,150,300,NA,NA,John Deere,74,2.202,499.4083,226.7976,0,0,0
160,9,242.3562,MO,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",111,2019-04-13,2019-09-21,32500,30,240,0,0,NA,NA,John Deere,90,1.4824,359.2688,242.3562,0,0,0
104,43,253.9391,IA,D:No-Till Non-Irrigated Class,115,2019-05-02,2019-10-31,33000,30,180,60,50,S:,NA,John Deere,67,2.2039,559.6564,253.9391,0,0,0
87*,27*,274.3157,IA,B:Conventional Non-Irrigated Class,111,2019-05-04,2019-10-28,37000,30,0,0,0,NA,NA,Claas,150,1.3416,368.022,274.3157,0,0,0
55,1,258.9273,SC,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",117,2019-03-29,2019-08-01,36000,30,350,80,300,NA,NA,John Deere,19,1.2517,324.0993,258.9273,0,0,0
248,107,192.142,MI,A:Conventional Non-Irrigated Class,105,2019-04-27,2019-11-05,34000,20,185,45,100,NA,NA,Case IH,10,7.7137,1482.1256,192.142,0,0,0
13*,5*,291.4241,IA,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",110,2019-04-18,2019-11-08,34000,30,210,60,60,NA,NA,Case IH,220,1.4084,410.4417,291.4241,0,0,0
115*,1,277.0255,WV,I:Conventional Irrigated Class,111,2019-05-07,2019-10-15,34000,30,300,80,250,NA,NA,John Deere,100,1.4649,405.8147,277.0255,0,0,0
319,6,194.5641,WY,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",97,2019-05-01,2019-11-18,33500,30,200,50,0,Zn:1qts,NA,John Deere,130,1.9074,371.1116,194.5641,0,0,0
28,1,287.7999,DE,A:Conventional Non-Irrigated Class,114,2019-04-22,2019-09-12,33000,30,250,100,125,S:20lbs,Poultry:2tons,John Deere,60,1.2851,369.8516,287.7999,0,0,0
120*,*,261.1039,WV,C:No-Till Non-Irrigated Class,111,2019-05-07,2019-10-15,34000,30,300,80,250,NA,NA,John Deere,25,1.2548,327.6332,261.1039,0,0,0
93,*,251.369,WV,A:Conventional Non-Irrigated Class,108,2019-05-07,2019-10-15,34000,30,300,50,200,NA,NA,John Deere,40,1.4146,355.5866,251.369,0,0,0
200,22,228.6094,MD,C:No-Till Non-Irrigated Class,111,2019-05-03,2019-09-16,32000,30,200,0,0,"B:, S:, Zn:",NA,John Deere,15,1.7331,396.2029,228.6094,0,0,0
53,2,286.7648,MD,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",111,2019-04-30,2019-09-23,35000,30,250,0,0,"Zn:, S:, B:",NA,John Deere,45,3.0294,868.7253,286.7648,0,0,0
176,3,238.1396,AL,C:No-Till Non-Irrigated Class,120,2019-04-02,2019-08-30,28500,30,186,115,150,S:33lbs,NA,John Deere,50,1.2663,301.5562,238.1396,0,0,0
88,7,260.6303,MN,D:No-Till Non-Irrigated Class,104,2019-04-21,2019-11-05,35500,30,130,90,70,S:25lbs,Swine:3000gal,Case IH,14,1.2596,328.2899,260.6303,0,0,0
107,45,253.5992,IA,D:No-Till Non-Irrigated Class,113,2019-04-22,2019-10-08,35000,30,160,0,0,S:18lbs,NA,John Deere,154,1.3861,351.5139,253.5992,0,0,0
28,1,295.8092,OH,G:No-Till Irrigated Class,114,2019-05-16,2019-10-25,38000,30,0,0,0,NA,NA,John Deere,36,1.5427,456.3449,295.8092,0,0,0
202,23,216.8888,MN,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",111,2019-05-06,2019-10-28,34000,22,165,55,90,NA,NA,John Deere,145,1.298,281.5216,216.8888,0,0,0
204,80,257.0707,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",115,2019-05-03,2019-10-18,34500,30,201,57,0,NA,NA,John Deere,150,1.3859,356.2743,257.0707,0,0,0
97*,45,268.8769,IA,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",113,2019-05-03,2019-11-12,34000,30,250,0,0,NA,NA,John Deere,11,1.77,475.9121,268.8769,0,0,0
26*,13*,282.3986,IA,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",110,2019-05-03,2019-11-12,34000,30,0,0,0,NA,NA,John Deere,12,1.4582,411.7937,282.3986,0,0,0
208,8,256.9562,KS,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",120,2019-05-17,2019-10-08,34000,30,300,70,70,Zn:.5lbs,NA,John Deere,130,1.2603,323.8419,256.9562,0,0,0
66,2,288.2778,KS,I:Conventional Irrigated Class,120,2019-04-23,2019-10-11,30000,30,0,0,0,NA,NA,John Deere,125,1.7548,505.8698,288.2778,0,0,0
46*,4,274.9412,IL,D:No-Till Non-Irrigated Class,114,2019-04-18,2019-10-08,40000,21,0,0,0,NA,NA,John Deere,75,1.3487,370.8132,274.9412,0,0,0
302,2,69.4858,MT,C:No-Till Non-Irrigated Class,86,2019-05-10,2019-11-18,16000,30,0,0,0,NA,NA,John Deere,103,1.7369,120.6898,69.4858,0,0,0
247,3,242.2316,MT,I:Conventional Irrigated Class,91,2019-05-08,2019-11-18,38000,30,0,0,0,NA,NA,John Deere,40,2.3636,572.5385,242.2316,0,0,0
151,1,210.4088,MT,G:No-Till Irrigated Class,91,2019-05-17,2019-11-24,45000,30,260,30,10,NA,NA,John Deere,10,1.5312,322.178,210.4088,0,0,0
8,1,299.8962,ND,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",95,2019-05-10,2019-11-22,33500,30,140,75,20,"S:20lbs, Zn:8lbs",NA,John Deere,160,2.8632,858.6627,299.8962,0,0,0
43*,6,275.1081,ND,A:Conventional Non-Irrigated Class,92,2019-05-11,2019-11-20,32500,30,140,75,20,"S:20lbs, Zn:8lbs",NA,John Deere,140,2.9036,798.8039,275.1081,0,0,0
9,2,299.6103,ND,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",95,2019-05-12,2019-11-24,33500,30,140,75,20,"S:20lbs, Zn:8lbs",NA,John Deere,140,2.7801,832.9467,299.6103,0,0,0
46*,7,273.3119,ND,A:Conventional Non-Irrigated Class,94,2019-05-13,2019-11-24,32500,30,140,75,20,"S:20lbs, Zn:8lbs",NA,John Deere,30,3.1644,864.8681,273.3119,0,0,0
29*,8,280.3023,ND,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",95,2019-05-10,2019-11-22,33500,30,140,75,20,"S:20lbs, Zn:8lbs",NA,John Deere,160,2.9532,827.7887,280.3023,0,0,0
14*,1,299.73630000000003,ND,A:Conventional Non-Irrigated Class,92,2019-05-11,2019-11-21,32500,30,140,75,20,"S:20lbs, Zn:8lbs",NA,John Deere,150,2.9481,883.6526,299.73630000000003,0,0,0
10,3,299.0847,ND,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",95,2019-05-13,2019-11-24,33500,30,140,75,20,"S:20lbs, Zn:8lbs",NA,John Deere,150,2.9197,873.2375,299.0847,0,0,0
50*,9,271.9932,ND,A:Conventional Non-Irrigated Class,94,2019-05-13,2019-11-23,32500,30,140,75,20,"S:20lbs, Zn:8lbs",NA,John Deere,180,3,815.9797,271.9932,0,0,0
36*,10,274.9817,ND,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",95,2019-05-13,2019-11-24,33500,30,140,75,20,"S:20lbs, Zn:8lbs",NA,John Deere,150,3.1134,856.1281,274.9817,0,0,0
18*,2,297.6772,ND,A:Conventional Non-Irrigated Class,94,2019-05-13,2019-11-23,32500,30,140,75,20,"S:20lbs, Zn:8lbs",NA,John Deere,180,2.7925,831.2637,297.6772,0,0,0
187,18,217.965,IN,D:No-Till Non-Irrigated Class,111,2019-05-15,2019-09-25,32000,30,225,72,120,S:5,NA,John Deere,22,1.4876,324.2447,217.965,0,0,0
170*,37,242.4409,TN,C:No-Till Non-Irrigated Class,118,2019-05-02,2019-10-11,38000,30,334,140,144,"S:12lbs, Zn:2qts",NA,John Deere,42,1.4522,352.0727,242.4409,0,0,0
96*,18*,259.2403,NE,G:No-Till Irrigated Class,118,2019-04-18,2019-11-01,32000,30,180,0,0,NA,NA,Case IH,155,3.3287,862.9332,259.2403,0,0,0
99*,19,257.0017,NE,G:No-Till Irrigated Class,115,2019-04-30,2019-11-01,32000,30,180,0,0,NA,NA,Case IH,155,3.1302,804.4666,257.0017,0,0,0
88*,19*,271.9975,TN,C:No-Till Non-Irrigated Class,118,2019-05-02,2019-10-11,38000,30,334,140,144,"S:12lbs, Zn:2qts",NA,John Deere,36,1.331,362.0287,271.9975,0,0,0
299,3,219.6775,WY,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",98,2019-04-29,2019-11-09,34000,30,250,50,30,NA,NA,Case IH,101,1.9871,436.5211,219.6775,0,0,0
294,2,226.55,WY,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",98,2019-04-29,2019-11-09,34000,30,230,50,30,NA,NA,Case IH,101,1.9871,450.1775,226.55,0,0,0
312,4,211.5939,WY,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",98,2019-04-29,2019-11-09,34000,30,220,50,30,NA,NA,Case IH,14,2.5344,536.2637,211.5939,0,0,0
209,1,224.5867,FL,C:No-Till Non-Irrigated Class,116,2019-03-06,2019-08-26,27500,36,210,90,225,"B:2lbs, Mg:30lbs, Mn:9lbs",NA,John Deere,20,1.4291,320.9569,224.5867,0,0,0
147,3,193.4697,FL,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",116,2019-03-09,2019-08-20,25800,36,200,40,225,"B:1lbs, Mg:10lbs, Mn:6lbs",NA,John Deere,19,1.4817,286.664,193.4697,0,0,0
158,4,180.2907,FL,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",116,2019-03-12,2019-08-20,26000,36,200,50,200,"B:2lbs, Mg:20lbs, Mn:5lbs",NA,John Deere,15,1.5786,284.6069,180.2907,0,0,0
221,1,202.2468,FL,A:Conventional Non-Irrigated Class,116,2019-03-20,2019-08-07,29000,36,200,50,200,Mn:8lbs,Poultry:2tons,Case IH,30,2.4744,500.4396,202.2468,0,0,0
114,1,224.2709,FL,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",116,2019-03-22,2019-08-07,29000,36,200,50,300,Mn:4lbs,Poultry:2tons,Case IH,40,2.3654,530.4903,224.2709,0,0,0
139*,*,231.8608,FL,G:No-Till Irrigated Class,118,2019-03-10,2019-08-23,34500,36,225,50,265,"Mg:20lbs, B:2lbs, Mn:7lbs",NA,John Deere,60,1.5373000000000001,356.4396,231.8608,0,0,0
94*,1,260.1848,FL,G:No-Till Irrigated Class,112,2019-03-18,2019-08-20,34500,36,285,90,325,"Mg:20lbs, B:2lbs, Mn:8lbs",NA,John Deere,100,1.3932,362.4894,260.1848,0,0,0
227,24,214.3003,MD,C:No-Till Non-Irrigated Class,111,2019-04-30,2019-09-26,36000,30,90,0,0,S:12lbs,Poultry:4tons,John Deere,51,2.2468,481.4899,214.3003,0,0,0
97,3,258.9412,MD,G:No-Till Irrigated Class,112,2019-04-25,2019-09-26,36000,30,120,0,0,S:12lbs,Poultry:4tons,John Deere,84,1.6841,436.0828,258.9412,0,0,0
127,20,269.3784,OH,B:Conventional Non-Irrigated Class,114,2019-05-19,2019-11-20,35200,30,0,0,0,NA,NA,Case IH,80,2.5224,679.4801,269.3784,0,0,0
212,85,204.6643,MI,A:Conventional Non-Irrigated Class,105,2019-05-16,2019-11-18,33000,30,145,0,0,NA,Cattle:10tons,Case IH,32,1.3698,280.3491,204.6643,0,0,0
228,96,201.0704,MI,A:Conventional Non-Irrigated Class,102,2019-05-16,2019-11-17,33000,30,145,0,0,NA,Cattle:10tons,Case IH,32,1.3216,265.7346,201.0704,0,0,0
179,56,220.1861,MI,A:Conventional Non-Irrigated Class,105,2019-05-17,2019-11-18,33000,30,162,12,2,"S:1lbs, Fe:.07lbs, Mn:0.05lbs, Cu:.01lbs",Cattle:15tons,Case IH,33,1.4893,327.9231,220.1861,0,0,0
144,36,231.3177,MI,A:Conventional Non-Irrigated Class,103,2019-05-17,2019-11-18,33000,30,162,12,2,"S:1lbs, Fe:.07lbs, Mn:.05lbs, Cu:.01null",Cattle:15tons,Case IH,33,1.2534,289.9336,231.3177,0,0,0
487*,79,181.1263,OH,B:Conventional Non-Irrigated Class,112,2019-05-16,2019-10-08,32000,30,190,200,200,Mg:null,NA,Case IH,24,1.4295,258.9201,181.1263,0,0,0
38*,*,291.6825,NE,C:No-Till Non-Irrigated Class,114,2019-04-18,2019-09-20,44000,30,200,50,40,NA,NA,John Deere,250,1.5248,444.7574,291.6825,0,0,0
254,13,237.258,MO,I:Conventional Irrigated Class,114,2019-04-19,2019-09-17,34000,30,200,200,100,S:40lbs,NA,Case IH,162,1.427,338.5672,237.258,0,0,0
85*,1,282.7108,MS,I:Conventional Irrigated Class,120,2019-04-23,2019-08-30,40000,30,248,138,92,"S:21lbs, B:1qts",NA,Case IH,50,1.2521,353.9822,282.7108,0,0,0
101*,*,279.2266,MS,I:Conventional Irrigated Class,117,2019-04-23,2019-08-30,40000,30,248,138,92,S:21,NA,Case IH,50,1.2521,349.6196,279.2266,0,0,0
213*,18,251.79,MS,I:Conventional Irrigated Class,118,2019-04-23,2019-08-30,40000,30,248,138,92,S:21lbs,NA,Case IH,50,1.2521,315.2663,251.79,0,0,0
145,3,267.1006,OK,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",113,2019-04-24,2019-11-05,34000,30,300,50,50,NA,Cattle:10tons,John Deere,125,1.25,333.8757,267.1006,0,0,0
91*,2,281.5139,MS,I:Conventional Irrigated Class,120,2019-04-23,2019-08-30,40000,30,248,138,92,S:21lbs,NA,Case IH,50,1.2521,352.4835,281.5139,0,0,0
103*,*,278.2545,MS,I:Conventional Irrigated Class,117,2019-04-23,2019-08-30,40000,30,248,138,92,S:21lbs,NA,Case IH,50,1.2521,348.4024,278.2545,0,0,0
160,3,263.2629,OK,I:Conventional Irrigated Class,113,2019-04-23,2019-11-05,32000,30,300,50,50,NA,Cattle:10tons,John Deere,125,1.25,329.0786,263.2629,0,0,0
214*,19,251.6674,MS,I:Conventional Irrigated Class,118,2019-04-23,2019-08-30,40000,30,248,138,92,S:21lbs,NA,Case IH,50,1.2521,315.1128,251.6674,0,0,0
156*,4*,265.5054,OK,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",115,2019-04-24,2019-11-05,32000,30,300,50,50,NA,Cattle:10tons,John Deere,125,1.25,331.8817,265.5054,0,0,0
106*,*,277.8911,OK,I:Conventional Irrigated Class,118,2019-04-25,2019-11-05,34000,30,300,50,50,NA,Cattle:10tons,John Deere,125,1.25,347.3639,277.8911,0,0,0
71*,2,273.0682,MN,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",105,2019-04-24,2019-11-05,38500,30,275,200,125,"S:35lbs, Zn:2gal",NA,John Deere,39,1.4959,408.4827,273.0682,0,0,0
114*,13,270.7349,MN,B:Conventional Non-Irrigated Class,107,2019-04-24,2019-11-05,38500,30,275,200,125,"S:35lbs, Zn:2gal",NA,John Deere,39,1.53,414.2244,270.7349,0,0,0
147,9,249.7107,MN,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",106,2019-04-30,2019-11-16,36000,30,200,40,35,NA,NA,Case IH,58,1.3756,343.5021,249.7107,0,0,0
41*,2,275.7918,CT,A:Conventional Non-Irrigated Class,112,2019-05-07,2019-11-22,34000,30,250,60,60,Zn:null,NA,Case IH,40,1.3811,380.896,275.7918,0,0,0
102,15,247.6788,MI,A:Conventional Non-Irrigated Class,107,2019-05-17,2019-10-28,38000,30,250,60,120,Zn:2qts,NA,Claas,68,1.6315,404.0879,247.6788,0,0,0
124,25,238.2606,MI,A:Conventional Non-Irrigated Class,105,2019-05-17,2019-10-28,38000,30,250,60,120,Zn:2qts,NA,Claas,68,1.6839,401.2071,238.2606,0,0,0
331,29,206.8563,AR,I:Conventional Irrigated Class,NA,2019-04-27,2019-09-09,36000,30,200,32,40,"Zn:2lbs, B:1lbs, S:5lbs",Poultry:1tons,John Deere,156,1.9274,398.6948,206.8563,0,0,0
105*,10,278.069,NE,I:Conventional Irrigated Class,120,2019-04-24,2019-10-09,35000,30,250,40,10,"Zn:5lbs, S:20lbs",NA,John Deere,145,1.3185,366.634,278.069,0,0,0
84*,8*,283.2231,NE,I:Conventional Irrigated Class,113,2019-04-25,2019-10-09,34000,30,250,40,10,"Zn:5lbs, S:20lbs",NA,John Deere,145,1.3792,390.6213,283.2231,0,0,0
54*,*,281.0222,MN,B:Conventional Non-Irrigated Class,112,2019-04-28,2019-10-31,37000,30,200,100,130,NA,NA,Case IH,40,1.3106,368.3077,281.0222,0,0,0
33*,1,281.2691,MN,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",104,2019-04-29,2019-10-31,37000,30,200,100,130,NA,NA,Case IH,40,1.4883,418.6128,281.2691,0,0,0
92,9,235.8388,MI,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",95,2019-05-15,2019-10-25,27500,30,250,60,200,"B:1lbs, Zn:1qts, S:1gal",NA,John Deere,17,4.5914,1082.8301,235.8388,0,0,0
63,31,269.7711,IA,D:No-Till Non-Irrigated Class,113,2019-04-25,2019-10-26,32500,30,230,0,0,Other:null,Cattle:10tons,John Deere,35,1.5427,416.1758,269.7711,0,0,0
103*,22,266.6,TN,C:No-Till Non-Irrigated Class,114,2019-04-03,2019-09-16,32000,30,360,100,200,NA,NA,Case IH,14,1.2514,333.6232,266.6,0,0,0
144*,34,253.8981,TN,C:No-Till Non-Irrigated Class,111,2019-04-11,2019-09-14,32000,30,360,100,200,NA,NA,Case IH,12,1.2517,317.8043,253.8981,0,0,0
121*,26,260.5463,TN,C:No-Till Non-Irrigated Class,118,2019-04-03,2019-09-20,32000,30,360,100,200,NA,NA,Case IH,15,1.3636,355.2809,260.5463,0,0,0
90*,20*,271.4017,TN,C:No-Till Non-Irrigated Class,120,2019-04-03,2019-09-20,32000,30,360,150,200,"S:30lbs, B:1.4lbs, Zn:3lbs, Cu:1lbs",NA,Case IH,12,1.3079,354.9663,271.4017,0,0,0
136*,32,257.2955,TN,C:No-Till Non-Irrigated Class,114,2019-04-02,2019-09-16,32000,30,360,150,200,"B:1.4lbs, Cu:1lbs, Zn:3lbs, S:30lbs",NA,Case IH,12,1.2548,322.8544,257.2955,0,0,0
174*,54*,221.4113,MI,A:Conventional Non-Irrigated Class,103,2019-05-24,2019-11-25,34000,30,181,54,88,"Ca:7lbs, S:10lbs, B:.22lbs, Mn:2.4lbs",NA,Case IH,80,1.3003,287.9011,221.4113,0,0,0
199*,74,212.2646,MI,A:Conventional Non-Irrigated Class,102,2019-05-24,2019-11-25,34000,30,181,54,88,"Ca:7lbs, S:10lbs, B:.22lbs, Mn:2.4lbs",NA,Case IH,80,1.3003,276.0076,212.2646,0,0,0
154,41,226.597,MI,A:Conventional Non-Irrigated Class,102,2019-05-24,2019-11-25,34000,30,181,54,88,"Ca:7lbs, S:10lbs, B:.22lbs, Mn:2.4lbs",NA,Case IH,80,1.3003,294.6441,226.597,0,0,0
202,76,211.4396,MI,A:Conventional Non-Irrigated Class,100,2019-05-24,2019-11-25,34000,30,181,54,88,"Ca:7lbs, S:10lbs, B:.22lbs, Mn:2.4lbs",NA,Case IH,80,1.3003,274.9349,211.4396,0,0,0
236*,4*,249.7968,FL,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",112,2019-03-23,2019-08-21,36000,36,280,90,310,"B:2lbs, Mg:20lbs, Mn:8lbs",NA,John Deere,100,1.4264,356.3102,249.7968,0,0,0
297*,5,222.9053,FL,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",118,2019-03-19,2019-08-23,36000,36,240,60,275,"B:2lbs, Mg:20lbs, Mn:9lbs",NA,John Deere,140,1.4251,317.6623,222.9053,0,0,0
163*,1,261.1257,FL,I:Conventional Irrigated Class,112,2019-03-17,2019-08-29,36500,36,290,90,400,"B:2lbs, Mg:20lbs, Mn:9lbs, S:40lbs",NA,John Deere,90,1.3544,353.6686,261.1257,0,0,0
320*,*,216.0807,FL,I:Conventional Irrigated Class,118,2019-03-18,2019-08-23,36500,36,265,90,325,"B:2lbs, Mg:20lbs, Mn:8lbs",NA,John Deere,60,1.556,336.2215,216.0807,0,0,0
270*,37,250.787,MN,B:Conventional Non-Irrigated Class,106,2019-05-05,2019-11-04,36000,30,150,75,225,Zn:1.5qts,Swine:4000gal,John Deere,45,1.6074,403.115,250.787,0,0,0
21,2,298.396,KY,C:No-Till Non-Irrigated Class,118,2019-04-29,2019-09-21,37000,30,231,80,105,NA,NA,John Deere,25,1.2893,384.7219,298.396,0,0,0
40,8,276.6482,KY,A:Conventional Non-Irrigated Class,118,2019-04-29,2019-09-16,34000,30,231,80,105,NA,NA,John Deere,56,1.3526,374.1944,276.6482,0,0,0
16,1,299.1495,KY,A:Conventional Non-Irrigated Class,120,2019-04-30,2019-09-19,38000,30,231,80,105,NA,NA,John Deere,40,1.3416,401.339,299.1495,0,0,0
77,1,270.6453,MA,G:No-Till Irrigated Class,97,2019-05-10,2019-11-08,36000,30,275,15,125,"Mg:28lbs, Zn:2lbs, S:42lbs, Mn:2lbs",NA,Case IH,56,1.4848,401.8542,270.6453,0,0,0
352,1,182.8421,NV,I:Conventional Irrigated Class,108,2019-05-02,2019-11-05,38000,30,300,0,0,NA,NA,John Deere,40,1.7516,320.2663,182.8421,0,0,0
237,2,245.0728,MT,I:Conventional Irrigated Class,91,2019-05-04,2019-11-22,40000,22,172,100,70,Zn:3,NA,Case IH,110,1.8394,450.787,245.0728,0,0,0
316,3,199.907,MT,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",93,2019-05-10,2019-11-22,40000,22,172,100,70,Zn:3lbs,NA,Case IH,50,1.306,261.0786,199.907,0,0,0
303,2,217.5674,MT,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",99,2019-05-09,2019-11-22,40000,22,172,100,70,Zn:3lbs,NA,Case IH,110,1.8394,400.1934,217.5674,0,0,0
403*,57*,227.1384,OH,B:Conventional Non-Irrigated Class,NA,2019-05-08,2019-10-08,32000,30,190,200,200,Mn:,NA,Case IH,56,1.267,287.7844,227.1384,0,0,0
73,9,272.8313,NE,G:No-Till Irrigated Class,118,2019-04-20,2019-10-18,34000,30,180,0,0,NA,Cattle:20tons,John Deere,160,1.3356,364.3935,272.8313,0,0,0
54,10,283.8887,TN,C:No-Till Non-Irrigated Class,113,2019-04-29,2019-09-20,37000,30,300,80,80,S:20lbs,NA,Case IH,14,1.2566,356.7346,283.8887,0,0,0
102,5,255.759,TN,G:No-Till Irrigated Class,116,2019-05-08,2019-09-14,34000,20,320,100,200,NA,NA,John Deere,80,1.2962,331.5148,255.759,0,0,0
105,6,255.4167,TN,G:No-Till Irrigated Class,116,2019-05-25,2019-09-14,36000,20,280,100,200,NA,NA,John Deere,130,1.3967,356.7405,255.4167,0,0,0
305,20,215.2396,MI,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",95,2019-05-17,2019-10-27,32000,30,200,0,150,"Zn:1qts, B:1lbs, S:1gal",NA,John Deere,25,8.6157,1854.44,215.2396,0,0,0
313,106,210.9707,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",113,2019-04-28,2019-10-13,32000,36,220,8,2,NA,NA,John Deere,110,2.5802,544.3465,210.9707,0,0,0
277,39,249.5611,MN,B:Conventional Non-Irrigated Class,110,2019-05-06,2019-11-10,37000,30,210,80,120,NA,NA,John Deere,60,1.7484,436.3326,249.5611,0,0,0
