national_rank,state_rank,yield,field_state,class,till_maturity_days,date_planted,date_harvested,planting_rate,row_spacing,nitrogen,phosphorus,potash,trace_element,manure,harvester_make,total_acres,acres_harvested,total_bushels_harvested,bushels_per_acres,acres_harvested_recheck,total_bushels_harvested_recheck,bushels_per_acres_recheck
180,17,233.9224,MN,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",104,2019-05-06,2019-10-26,34600,30,175,46,180,"B:1lbs, S:32lbs, Zn:4lbs",NA,John Deere,150,2.1621,505.7637,233.9224,0,0,0
142,4,266.5741,CO,I:Conventional Irrigated Class,111,2019-04-16,2019-10-16,36000,30,200,30,0,NA,NA,John Deere,75,2.3691,631.5406,266.5741,0,0,0
422*,72,223.7572,MN,B:Conventional Non-Irrigated Class,104,2019-05-07,2019-11-09,36000,30,200,100,200,NA,NA,Gleaner,78,1.5427,345.1902,223.7572,0,0,0
208,14,213.6902,MO,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",112,2019-04-17,2019-10-08,30000,30,160,50,50,NA,NA,Claas,65,1.3636,291.388,213.6902,0,0,0
122,2,246.9601,IL,G:No-Till Irrigated Class,120,2019-04-25,2019-10-29,36000,30,300,200,200,NA,NA,John Deere,260,3.9449,974.2329,246.9601,0,0,0
384*,63*,231.1421,MN,B:Conventional Non-Irrigated Class,106,2019-05-07,2019-11-05,36000,30,200,100,200,NA,NA,Gleaner,60,2.4885,575.197,231.1421,0,0,0
5,3,299.6184,MO,D:No-Till Non-Irrigated Class,117,2019-04-16,2019-09-26,34000,30,210,100,100,NA,NA,John Deere,71,1.3953,418.0575,299.6184,0,0,0
77*,5,261.0723,MD,A:Conventional Non-Irrigated Class,112,2019-05-01,2019-10-01,35000,30,195,0,0,NA,NA,John Deere,26,1.4421,376.4924,261.0723,0,0,0
110*,6,273.4448,KY,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",116,2019-04-23,2019-09-16,36000,30,275,72,78,"S:18lbs, Zn:1.75lbs, B:.65lbs",NA,John Deere,229,1.3464,368.1661,273.4448,0,0,0
244*,2,194.7482,AL,A:Conventional Non-Irrigated Class,116,2019-03-23,2019-07-27,34093,30,300,64,117,"S:7.6lbs, Mg:9.5lbs",NA,John Deere,176,1.48,288.2274,194.7482,0,0,0
70*,12,278.0401,MD,C:No-Till Non-Irrigated Class,113,2019-05-03,2019-10-02,35000,30,195,0,0,NA,Poultry:3tons,John Deere,25,1.6088,447.3109,278.0401,0,0,0
129,3,244.4603,IL,G:No-Till Irrigated Class,118,2019-04-09,2019-10-28,36000,30,300,200,200,NA,NA,John Deere,54,4.0737,995.858,244.4603,0,0,0
145,5,223.4734,IL,G:No-Till Irrigated Class,120,2019-05-14,2019-10-30,36000,30,300,200,200,NA,NA,John Deere,41,4.3306,967.7739,223.4734,0,0,0
317*,6,199.0057,AL,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",116,2019-03-20,2019-09-06,33430,30,300,64,117,"S:7.6lbs, Mg:9.5lbs",NA,John Deere,145,1.35,268.6577,199.0057,0,0,0
137,4,234.2716,IL,G:No-Till Irrigated Class,120,2019-04-11,2019-10-30,36000,30,300,200,200,NA,NA,John Deere,242,4.1846,980.3331,234.2716,0,0,0
324,8,215.0951,IL,I:Conventional Irrigated Class,111,2019-04-11,2019-10-30,34000,30,300,200,200,NA,NA,John Deere,83,4.5253,973.3698,215.0951,0,0,0
288,3,227.6816,IL,I:Conventional Irrigated Class,114,2019-05-10,2019-10-29,35000,30,300,200,200,NA,NA,John Deere,383,4.3113,981.6036,227.6816,0,0,0
152*,8,210.1599,AL,G:No-Till Irrigated Class,118,2019-04-29,2019-09-11,35990,30,300,64,117,"S:7.6lbs, Mg:9.5lbs",NA,John Deere,120,1.3,273.2079,210.1599,0,0,0
57*,2,285.8785,KY,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",112,2019-04-24,2019-09-16,40000,30,275,72,78,"S:18lbs, Zn:1.75lbs, B:.65lbs",NA,John Deere,229,1.3898,397.314,285.8785,0,0,0
251,97,253.0565,IA,B:Conventional Non-Irrigated Class,110,2019-04-24,2019-11-16,34000,30,210,60,120,NA,NA,John Deere,30,1.7704,448.0112,253.0565,0,0,0
73,34,272.5742,IA,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",111,2019-05-04,2019-11-05,34000,30,195,66,56,NA,NA,John Deere,72,1.753,477.8225,272.5742,0,0,0
131*,30,258.0646,TN,C:No-Till Non-Irrigated Class,117,2019-04-06,2019-09-03,35000,30,210,72,78,"S:18lbs, Zn:1.75lbs, B:.65lbs",NA,John Deere,115,1.5303,394.9163,258.0646,0,0,0
82,6,239.9226,MI,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",100,2019-05-16,2019-10-24,34000,30,194,58,94,S:20lbs,NA,John Deere,270,1.4353,344.3609,239.9226,0,0,0
62,3,277.6287,IN,G:No-Till Irrigated Class,114,2019-05-08,2019-10-01,36000,30,250,150,200,"Zn:1qts, S:1gal",NA,John Deere,60,1.9559,543.0139,277.6287,0,0,0
293*,109*,247.3101,IA,B:Conventional Non-Irrigated Class,104,2019-05-16,2019-10-28,31500,36,210,150,150,S:25lbs,NA,New Holland,36,1.5256,377.2963,247.3101,0,0,0
297*,111,246.9565,IA,B:Conventional Non-Irrigated Class,104,2019-05-16,2019-11-15,31500,36,210,150,150,S:50lbs,NA,New Holland,42,1.3882,342.825,246.9565,0,0,0
64*,*,266.6838,AL,A:Conventional Non-Irrigated Class,113,2019-04-25,2019-09-07,32000,30,0,0,0,NA,NA,Case IH,110,1.2723,339.3018,266.6838,0,0,0
102,13,231.5808,MI,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",102,2019-05-12,2019-10-24,34000,30,194,58,94,S:20lbs,NA,John Deere,300,1.4545,336.8343,231.5808,0,0,0
149*,63,235.5751,IA,D:No-Till Non-Irrigated Class,111,2019-05-04,2019-10-29,34000,30,200,60,90,NA,NA,John Deere,60,1.6667,392.6331,235.5751,0,0,0
93*,40*,258.6464,IA,D:No-Till Non-Irrigated Class,113,2019-05-04,2019-10-29,34000,30,200,60,90,NA,NA,John Deere,60,1.6446,425.3698,258.6464,0,0,0
43*,1,288.7974,AL,C:No-Till Non-Irrigated Class,112,2019-05-30,2019-09-12,32000,30,0,0,0,NA,NA,Case IH,70,1.3095,378.1802,288.7974,0,0,0
166,61,263.3825,IA,B:Conventional Non-Irrigated Class,104,2019-05-05,2019-10-25,37000,30,247,46,90,S:18lbs,NA,John Deere,24,1.6402,432,263.3825,0,0,0
147,15,236.5653,IN,D:No-Till Non-Irrigated Class,116,2019-05-18,2019-10-08,33000,30,210,150,150,NA,NA,Case IH,37,1.3121,310.3973,236.5653,0,0,0
95*,6,251.057,SD,A:Conventional Non-Irrigated Class,108,2019-05-07,2019-10-25,35000,30,180,100,100,"S:15lbs, Zn:5lbs",NA,John Deere,183,2.5964,651.8445,251.057,0,0,0
81*,5,258.057,SD,A:Conventional Non-Irrigated Class,104,2019-05-14,2019-10-25,35000,30,180,100,100,"S:15lbs, Zn:5lbs",NA,John Deere,183,1.3554,349.7705,258.057,0,0,0
312*,3,219.3366,SD,I:Conventional Irrigated Class,108,2019-05-08,2019-11-21,35000,30,170,90,80,"S:15lbs, Zn:5lbs",NA,John Deere,155,4.6419,1018.1386,219.3366,0,0,0
187,1,101.468,WY,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",91,2019-05-26,2019-11-16,16000,30,70,30,0,S:10,NA,John Deere,110,1.3922,141.2637,101.468,0,0,0
44,19,278.0957,IA,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",105,2019-05-16,2019-10-31,38000,30,80,0,0,NA,Swine:4000gal,John Deere,40,1.6873,469.2308,278.0957,0,0,0
197,73,212.349,MI,A:Conventional Non-Irrigated Class,102,2019-05-05,2019-11-20,32000,30,225,25,100,Zn:1qts,NA,Case IH,40,1.2649,268.6002,212.349,0,0,0
36,9,287.3546,IL,B:Conventional Non-Irrigated Class,112,2019-05-08,2019-09-28,38000,30,240,200,200,NA,NA,Case IH,110,1.3774,395.8022,287.3546,0,0,0
257,114,187.8111,MI,A:Conventional Non-Irrigated Class,95,2019-05-24,2019-11-25,32500,30,175,40,30,"B:.5lbs, Zn:1lbs, S:12lbs",NA,John Deere,25,1.5152,284.5714,187.8111,0,0,0
50,6,262.057,VA,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",111,2019-04-29,2019-10-01,33000,30,300,0,0,"S:30lbs, Mg:11lbs",NA,Case IH,28,1.4665,384.3066,262.057,0,0,0
48,21,274.6426,IA,D:No-Till Non-Irrigated Class,113,2019-05-04,2019-11-04,33000,25,200,50,50,S:5null,NA,John Deere,175,1.3488,370.4379,274.6426,0,0,0
122,2,216.2933,MD,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",112,2019-05-19,2019-09-23,38000,30,300,70,120,"S:40lbs, B:1.5lbs, Zn:1lbs",NA,Case IH,194,1.4766,319.3787,216.2933,0,0,0
201*,9,211.7938,VA,A:Conventional Non-Irrigated Class,105,2019-04-02,2019-08-14,29000,30,200,50,180,"B:1qts, Mn:1pt, Mg:1pt, Zn:1qts",NA,John Deere,40,1.2879,272.7692,211.7938,0,0,0
118,20,219.3447,MI,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",99,2019-05-26,2019-11-19,32000,30,160,150,200,"Zn:1qts, B:1qts, B:3gal",NA,John Deere,60,1.6226,355.9087,219.3447,0,0,0
86,39,261.3059,IA,D:No-Till Non-Irrigated Class,113,2019-05-16,2019-11-22,33000,25,150,50,50,S:10,NA,John Deere,75,1.6066,419.814,261.3059,0,0,0
109*,*,277.7226,OK,I:Conventional Irrigated Class,113,2019-05-15,2019-10-29,33000,30,290,65,40,S:20null,NA,John Deere,60,1.2507,347.3476,277.7226,0,0,0
186,62,215.9197,MI,A:Conventional Non-Irrigated Class,104,2019-05-02,2019-11-29,34000,22,170,50,150,"Zn:1qts, S:4qts",NA,John Deere,30,2.2262,480.6805,215.9197,0,0,0
203*,23,226.6837,MD,C:No-Till Non-Irrigated Class,117,2019-05-23,2019-10-01,38000,30,300,70,120,"S:40lbs, B:1.5lbs, Zn:1lbs",NA,Case IH,38,1.3485,305.683,226.6837,0,0,0
143*,62,238.3764,IA,D:No-Till Non-Irrigated Class,106,2019-05-08,2019-10-25,34000,30,0,0,0,NA,NA,John Deere,86,3.9945,952.1944,238.3764,0,0,0
56,1,291.7778,OK,I:Conventional Irrigated Class,118,2019-05-09,2019-10-19,32000,30,300,75,20,S:20,NA,John Deere,120,1.2534,365.7143,291.7778,0,0,0
126,56,247.1701,IA,D:No-Till Non-Irrigated Class,111,2019-05-05,2019-11-13,34000,30,0,0,0,NA,NA,John Deere,120,4.4421,1097.9544,247.1701,0,0,0
85*,38*,261.3729,IA,D:No-Till Non-Irrigated Class,112,2019-05-06,2019-10-26,34000,30,0,0,0,NA,NA,John Deere,60,3.8751,1012.8462,261.3729,0,0,0
140,68,252.7988,IA,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",113,2019-04-21,2019-11-04,34000,30,175,50,65,NA,NA,John Deere,160,1.3471,340.5452,252.7988,0,0,0
429*,150,220.9346,IA,B:Conventional Non-Irrigated Class,110,2019-04-27,2019-11-05,34000,30,0,0,0,NA,NA,John Deere,80,2.1396,472.7117,220.9346,0,0,0
273,126,178.1626,MI,A:Conventional Non-Irrigated Class,100,2019-05-14,2019-11-29,34000,22,170,120,200,"Zn:1qts, S:3gal",NA,John Deere,60,2.2424,399.5118,178.1626,0,0,0
123,5,272.6653,KS,I:Conventional Irrigated Class,118,2019-05-15,2019-10-23,32500,30,0,0,0,NA,NA,John Deere,69,2.1033,573.497,272.6653,0,0,0
182,59,218.5814,MI,A:Conventional Non-Irrigated Class,97,2019-05-24,2019-11-29,34000,22,170,150,250,"Zn:1qts, S:3gal",NA,John Deere,35,2.2525,492.3546,218.5814,0,0,0
220*,24*,249.3738,NE,I:Conventional Irrigated Class,113,2019-04-25,2019-10-24,30000,30,205,0,0,NA,NA,John Deere,147,1.522,379.5469,249.3738,0,0,0
35,9,291.6441,DE,G:No-Till Irrigated Class,115,2019-05-19,2019-09-27,31155,30,220,120,120,B:6lbs,NA,Case IH,45,1.2658,369.1631,291.6441,0,0,0
157,5,264.9997,OK,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",118,2019-05-10,2019-10-29,32000,30,280,60,0,S:15,NA,John Deere,65,1.3306,352.6086,264.9997,0,0,0
225*,25,248.2018,NE,I:Conventional Irrigated Class,111,2019-04-25,2019-10-24,30000,30,205,0,0,NA,NA,John Deere,147,1.5702,389.7265,248.2018,0,0,0
151,8,264.2083,DE,I:Conventional Irrigated Class,115,2019-04-24,2019-09-24,33149,30,220,120,120,B:6lbs,NA,Case IH,65,1.9008,502.2071,264.2083,0,0,0
18,2,292.1215,VA,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",110,2019-05-15,2019-10-10,36000,30,180,50,100,"S:30lbs, B:.3lbs, Mg:25lbs",Cattle:10tons,New Holland,100,1.4332,418.6686,292.1215,0,0,0
21*,3,299.9912,DE,G:No-Till Irrigated Class,115,2019-04-19,2019-09-27,31458,30,220,120,120,B:6lbs,NA,Case IH,45,1.2724,381.7088,299.9912,0,0,0
77*,5*,284.9661,DE,I:Conventional Irrigated Class,112,2019-04-18,2019-09-20,31246,30,220,120,120,B:6lbs,NA,Case IH,95,1.4842,422.9467,284.9661,0,0,0
22,3,286.0939,VA,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",112,2019-05-15,2019-10-10,36000,30,180,50,100,"S:30lbs, B:.3lbs, Mg:25lbs",Cattle:10tons,New Holland,100,1.3106,374.9547,286.0939,0,0,0
47*,10,286.6349,DE,G:No-Till Irrigated Class,112,2019-04-18,2019-09-27,31458,30,220,120,120,B:6lbs,NA,Case IH,80,1.6226,465.0938,286.6349,0,0,0
223,3,215.8333,SD,C:No-Till Non-Irrigated Class,100,2019-05-16,2019-11-19,31811,30,101,0,0,S:11.5lbs,Cattle:10tons,Case IH,141,2.2833,492.8121,215.8333,0,0,0
35,5,276.0248,VA,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",114,2019-05-15,2019-10-10,36000,30,180,50,100,"S:30lbs, B:.3lbs, Mg:25lbs",Cattle:10tons,New Holland,100,1.272,351.1035,276.0248,0,0,0
87*,2,266.9029,MD,G:No-Till Irrigated Class,111,2019-04-12,2019-09-05,35000,30,270,35,180,"S:35 lbs, B:.5lbs, Zn:1.25lbs",NA,John Deere,90,1.4656,391.1729,266.9029,0,0,0
118,41,270.4186,IA,B:Conventional Non-Irrigated Class,111,2019-05-15,2019-10-25,34000,30,230,123,132,NA,NA,John Deere,40,1.5871,429.1813,270.4186,0,0,0
12,1,295.572,VA,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",111,2019-05-15,2019-10-10,36000,30,180,50,100,"S:30lbs, B:.3lbs, Mg:25lbs",Cattle:10tons,New Holland,100,1.3251,391.6625,295.572,0,0,0
215,4,220.7179,DE,C:No-Till Non-Irrigated Class,112,2019-04-25,2019-09-10,28198,30,220,120,120,B:6lbs,NA,Case IH,85,1.3774,304.0169,220.7179,0,0,0
149*,5,266.3024,MD,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",112,2019-04-11,2019-09-05,35000,30,270,35,180,"S:35lbs, B:.5lbs, Zn:1.25lbs",NA,John Deere,58,2.0543,547.0651,266.3024,0,0,0
120*,7,274.4855,DE,I:Conventional Irrigated Class,114,2019-04-24,2019-09-20,31743,30,220,120,120,B:6lbs,NA,Case IH,95,1.6853,462.5904,274.4855,0,0,0
315,16,201.0666,KS,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",113,2019-05-12,2019-11-07,28000,30,225,40,0,NA,NA,John Deere,100,2.949,592.9455,201.0666,0,0,0
52,7,261.9773,VA,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",114,2019-04-29,2019-10-01,33000,30,300,0,0,"S:40lbs, Mg:11",NA,Case IH,28,1.4403,377.3259,261.9773,0,0,0
211,39,196.4304,OH,D:No-Till Non-Irrigated Class,102,2019-05-07,2019-11-19,34000,30,170,42,80,NA,NA,John Deere,40,1.511,296.8064,196.4304,0,0,0
193*,32,260.108,IL,B:Conventional Non-Irrigated Class,113,2019-04-25,2019-10-22,35000,30,0,0,0,NA,NA,John Deere,80,1.2782,332.47,260.108,0,0,0
76*,8*,272.0838,IL,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",115,2019-04-23,2019-10-24,35000,30,0,0,0,NA,NA,John Deere,80,1.3085,356.0216,272.0838,0,0,0
286,138,166.7633,MI,A:Conventional Non-Irrigated Class,100,2019-05-10,2019-11-15,30500,30,175,50,120,Zn:qts,NA,John Deere,36,1.4601,243.4911,166.7633,0,0,0
25*,7,298.0786,DE,G:No-Till Irrigated Class,118,2019-05-01,2019-09-12,37000,30,325,35,225,"S:45lbs, B:2lbs, Zn:1lbs",NA,Case IH,180,1.3609,405.6551,298.0786,0,0,0
130,25,242.9887,NE,G:No-Till Irrigated Class,115,2019-04-22,2019-11-04,33500,30,225,125,50,NA,NA,John Deere,225,2.0981,509.8145,242.9887,0,0,0
246,25,198.2549,NE,C:No-Till Non-Irrigated Class,106,2019-04-25,2019-10-24,26500,30,155,0,50,NA,NA,John Deere,135,2.9542,585.6847,198.2549,0,0,0
263,117,186.3964,MI,A:Conventional Non-Irrigated Class,93,2019-06-05,2019-11-26,34000,30,150,50,100,S:30lbs,NA,John Deere,25,1.4646,272.9962,186.3964,0,0,0
92*,17,271.1172,MD,C:No-Till Non-Irrigated Class,120,2019-05-26,2019-10-29,37500,30,0,0,0,NA,NA,Case IH,26,1.2874,349.0363,271.1172,0,0,0
57,25,275.428,IA,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",109,2019-04-27,2019-11-20,33000,30,180,80,80,NA,NA,John Deere,125,1.3774,379.3745,275.428,0,0,0
83,11,239.152,VA,"E:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Non-Irrigated Class",118,2019-04-04,2019-08-22,29000,36,230,60,100,"B:1lbs, S:35lbs, Zn:5lbs",NA,Case IH,50,1.6876,403.5929,239.152,0,0,0
48,10,282.5331,IA,B:Conventional Non-Irrigated Class,115,2019-04-26,2019-11-09,33000,30,220,80,80,NA,Cattle:10tons,John Deere,80,1.5833,447.3347,282.5331,0,0,0
37,6,287.1054,IA,B:Conventional Non-Irrigated Class,115,2019-04-26,2019-11-05,34000,30,0,0,0,NA,NA,John Deere,120,1.5468,444.0947,287.1054,0,0,0
127,63,258.1588,IA,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",111,2019-04-18,2019-10-09,34000,30,200,0,0,NA,NA,New Holland,70,1.3301,343.377,258.1588,0,0,0
115,15,261.5716,IL,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",114,2019-06-09,2019-11-29,40000,30,215,150,150,NA,Swine:,John Deere,60,1.25,326.9645,261.5716,0,0,0
314,58,243.5661,IL,B:Conventional Non-Irrigated Class,118,2019-05-18,2019-09-25,32000,30,0,0,0,NA,NA,New Holland,80,1.2507,304.6281,243.5661,0,0,0
330,122,241.2447,IA,B:Conventional Non-Irrigated Class,115,2019-04-26,2019-11-04,32000,30,0,0,2337777,NA,NA,Gleaner,80,1.5707,378.9231,241.2447,0,0,0
52,24,272.9897,IA,D:No-Till Non-Irrigated Class,113,2019-05-02,2019-11-04,34000,20,160,80,80,NA,NA,John Deere,130,1.3917,379.9197,272.9897,0,0,0
39,16,277.8865,IA,D:No-Till Non-Irrigated Class,113,2019-04-21,2019-10-27,33000,30,180,80,80,NA,NA,Case IH,80,1.3774,382.7608,277.8865,0,0,0
90,11,260.0584,MO,D:No-Till Non-Irrigated Class,111,2019-04-16,2019-10-01,33000,30,220,90,90,"S:10lbs, Zn:2lbs",NA,John Deere,46,1.4509,377.3187,260.0584,0,0,0
42,3,298.0465,NE,I:Conventional Irrigated Class,111,2019-04-23,2019-10-05,32000,30,226,8,0,S:null,NA,John Deere,59,1.2748,379.9497,298.0465,0,0,0
256,113,187.8265,MI,A:Conventional Non-Irrigated Class,95,2019-05-16,2019-11-25,29000,30,160,30,0,Zn:1qts,NA,Case IH,50,6.2534,1174.5545,187.8265,0,0,0
243,104,194.9921,MI,A:Conventional Non-Irrigated Class,99,2019-05-14,2019-11-24,32000,22,175,35,0,Zn:1qts,NA,Case IH,50,2.0454,398.8369,194.9921,0,0,0
88,23,277.1933,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",120,2019-04-26,2019-10-12,35000,36,300,50,30,"B:1gal, Zn:2qts, Mg:2qts, S:3gal",Cattle:5tons,New Holland,79,1.7521,485.6703,277.1933,0,0,0
93,26,275.7507,NE,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",113,2019-05-17,2019-09-24,40000,36,300,80,40,"B:1gal, S:5gal, Mg:1pt, Zn:1qts",Cattle:3tons,New Holland,76,1.3388,369.175,275.7507,0,0,0
140,49,266.8826,IA,B:Conventional Non-Irrigated Class,110,2019-04-20,2019-10-26,36000,30,250,100,100,NA,NA,John Deere,78,1.5031,401.1513,266.8826,0,0,0
140,33,255.5918,TN,C:No-Till Non-Irrigated Class,114,2019-05-17,2019-11-05,37500,30,220,100,120,"S:3gal, Zn:2qts",NA,Gleaner,14,1.3598,347.5537,255.5918,0,0,0
335*,11,202.8657,CO,I:Conventional Irrigated Class,111,2019-05-19,2019-10-28,32000,30,180,0,0,NA,NA,Case IH,46,5.303,1075.7967,202.8657,0,0,0
232*,8,246.4838,CO,I:Conventional Irrigated Class,118,2019-05-04,2019-10-22,32700,30,240,0,0,NA,NA,Case IH,20,4.5455,1120.3922,246.4838,0,0,0
190*,6*,256.281,CO,I:Conventional Irrigated Class,113,2019-05-06,2019-11-08,32700,30,240,0,0,NA,NA,Case IH,30,4.7107,1207.2629,256.281,0,0,0
242*,9,243.8969,CO,I:Conventional Irrigated Class,113,2019-05-01,2019-11-11,32700,30,240,0,0,NA,NA,Case IH,25,3.9669,967.5148,243.8969,0,0,0
314*,5,201.3831,WY,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",103,2019-05-15,2019-12-03,36000,30,0,0,0,NA,NA,Case IH,70,1.6618,334.6585,201.3831,0,0,0
270*,1,239.5791,WY,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",103,2019-05-15,2019-12-03,36000,30,0,0,0,NA,NA,Case IH,48,1.7326,415.0947,239.5791,0,0,0
191*,15,232.1428,NE,C:No-Till Non-Irrigated Class,111,2019-04-24,2019-10-09,35000,30,220,0,0,NA,NA,Case IH,30,1.2755,296.0981,232.1428,0,0,0
162,13,246.794,NE,C:No-Till Non-Irrigated Class,118,2019-05-13,2019-11-07,32000,30,0,0,0,NA,NA,Case IH,45,1.2645,312.071,246.794,0,0,0
184,2,218.0985,TX,A:Conventional Non-Irrigated Class,117,2019-03-20,2019-08-14,26500,30,150,80,0,"S:20lbs, Zn:2lbs",NA,John Deere,320,1.7321,377.7684,218.0985,0,0,0
294,1,225.2397,WY,I:Conventional Irrigated Class,103,2019-05-16,2019-11-25,36000,30,200,60,10,NA,NA,Case IH,53,1.3482,303.6682,225.2397,0,0,0
166,12,239.2938,MN,"F:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Class Non-Irrigated Class",105,2019-04-24,2019-11-04,36000,30,210,25,100,NA,Swine:4000gal,Gleaner,180,2.1763,520.7751,239.2938,0,0,0
147,30,220.1924,NE,G:No-Till Irrigated Class,115,2019-04-30,2019-11-14,30000,30,0,0,0,NA,NA,Case IH,164,1.8767,413.235,220.1924,0,0,0
33*,4,294.5831,GA,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",112,2019-03-21,2019-08-09,36000,30,300,125,250,NA,Poultry:2tons,John Deere,195,1.3168,387.907,294.5831,0,0,0
28*,3,298.0135,GA,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",112,2019-03-30,2019-08-13,38000,30,325,140,275,NA,Poultry:2tons,John Deere,44,1.2948,385.8679,298.0135,0,0,0
89*,7,282.0878,GA,I:Conventional Irrigated Class,117,2019-03-30,2019-08-13,36000,30,325,140,275,NA,Poultry:2tons,John Deere,52,1.2569,354.5562,282.0878,0,0,0
65,2,288.5996,CO,I:Conventional Irrigated Class,104,2019-04-30,2019-11-01,34000,30,335,190,105,"S:115null, Zn:11.5null",NA,John Deere,22,1.4449,416.9975,288.5996,0,0,0
160*,5,247.3614,MI,C:No-Till Non-Irrigated Class,102,2019-05-20,2019-11-26,36000,30,160,100,200,"Zn:1qts, B:1qts",NA,Case IH,110,1.5248,377.1767,247.3614,0,0,0
51,3,285.2227,VA,G:No-Till Irrigated Class,119,2019-04-10,2019-09-17,33500,30,230,20,200,S:20lbs,NA,Case IH,104,1.3333,380.2874,285.2227,0,0,0
50*,5,287.0146,GA,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",114,2019-03-30,2019-08-13,37000,30,325,140,275,NA,Poultry:2tons,John Deere,49,1.2762,366.288,287.0146,0,0,0
35*,5,299.506,GA,I:Conventional Irrigated Class,117,2019-03-30,2019-08-13,37000,30,325,140,275,NA,Poultry:2tons,John Deere,52,1.2555,376.0298,299.506,0,0,0
215,87,204.1607,MI,A:Conventional Non-Irrigated Class,95,2019-06-06,2019-11-14,33200,30,185,40,100,"B:.5lbs, Zn:1lbs, S:15lbs",NA,Claas,26,3.3905,692.2067,204.1607,0,0,0
145,24,266.6438,OH,B:Conventional Non-Irrigated Class,113,2019-05-26,2019-10-23,37500,30,214,0,0,S:4.5lbs,Poultry:2tons,Case IH,38,1.2534,334.2113,266.6438,0,0,0
59,6,270.094,NC,A:Conventional Non-Irrigated Class,120,2019-05-01,2019-09-20,29000,36,250,30,180,NA,NA,John Deere,15,1.2934,349.3396,270.094,0,0,0
169*,6,243.8432,MI,C:No-Till Non-Irrigated Class,97,2019-05-28,2019-11-01,35000,30,165,100,200,Zn:1qts,NA,Case IH,35,1.4353,349.9882,243.8432,0,0,0
147,2,266.7612,NC,"H:Strip-Till, Minimum-Till, Mulch-Till, Ridge-Till Irrigated Class",116,2019-04-10,2019-08-21,29500,30,330,0,191,NA,Poultry:6tons,John Deere,60,1.3226,352.8183,266.7612,0,0,0
100,23,269.0842,PA,C:No-Till Non-Irrigated Class,117,2019-05-18,2019-11-15,32000,30,0,0,0,NA,NA,John Deere,15,1.3888,373.7041,269.0842,0,0,0
247,106,192.2257,MI,A:Conventional Non-Irrigated Class,97,2019-05-13,2019-11-17,30500,30,180,50,120,Zn:2qts,NA,John Deere,76,1.9669,378.0888,192.2257,0,0,0
135*,48,267.3063,IA,B:Conventional Non-Irrigated Class,110,2019-05-05,2019-11-22,36500,30,180,0,0,S:9lbs,Cattle:4000gal,Case IH,10,1.3462,359.8478,267.3063,0,0,0
